K_BREV_T;K_FAGOMRADE;K_DOK_T;K_DOK_KATEGORI;BREVGRUPPE;REDIGERBART;DEKODE;DATO_FOM;DATO_TOM;ER_GYLDIG;DATO_OPPRETTET;OPPRETTET_AV;DATO_ENDRET;ENDRET_AV;K_BREV_REGEL_T;K_BREV_KATEGORI_T;K_BREV_UTLAND_T;K_BREV_KONTEKST_T;SYNLIG_FOR_VEILEDER;K_BREV_KRAV_T;VIS_I_PSELV;PRIORITET;DOKUMENT_TYPE_ID;DOKSYS;DOKUMENT_TYPE_ID_1;DOKUMENTMAL;DOKUMENTMAL_FELLESELEMENT;DOKUMENTMAL_REFERANSE;DATO_OPPRETTET_1;OPPRETTET_AV_1;DATO_ENDRET_1;ENDRET_AV_1;VERSJON
PE_UP_07_010;PEN;U;VB;brevgr003;1;Vedtak - avslag p� uf�repensjon;1899-12-31;;1;2012-01-18 10.00.00,000000000;Tommy Odinsen;2012-01-18 10.00.00,000000000;Tommy Odinsen;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_UP_07_100;PEN;U;B;brevgr001;1;Innhente opplysninger (uf�repensjon - med f�rsteside for ettersendelse);1899-12-31;;1;2012-01-18 10.00.00,000000000;Tommy Odinsen;2012-01-18 10.00.00,000000000;Tommy Odinsen;OVRIGE;INNHENTE_OPPL;ALLTID;SAK;;ALLE;1;;;;;;;;;;;;
PE_UP_07_105;PEN;U;B;brevgr001;1;Orientering om saksbehandlingstid (uf�retrygd);1899-12-31;;1;2012-01-18 10.00.00,000000000;Tommy Odinsen;2016-07-26 16.30.00,000000000;Tor Egil Jacobsen;OVRIGE;INFORMASJON;ALLTID;SAK;;ALLE;1;;;;;;;;;;;;
PE_UT_01_001;PEN;U;IB;brevgr001;0;Informasjonsbrev om overgang fra uf�repensjon til uf�retrygd;1899-12-31;;1;2013-11-26 13.00.00,000000000;�yvind Buer;2014-08-07 15.00.00,000000000;Jonathan Share;;;;;;;0;3;;;;;;;;;;;
PE_UT_04_001;PEN;U;IB;brevgr001;1;Forsidebrev - ny omregning av uf�repensjon til uf�retrygd;1899-12-31;;1;2014-02-04 10.30.00,000000000;Malcolm Lerider;2014-08-07 15.00.00,000000000;Jonathan Share;OVRIGE;INFORMASJON;;SAK;;ALLE;1;3;;;;;;;;;;;
PE_UT_04_002;PEN;U;B;brevgr001;1;Innhenting av opplysninger - E�S;1899-12-31;;1;2014-02-04 10.30.00,000000000;Malcolm Lerider;2014-08-07 15.00.00,000000000;Jonathan Share;OVRIGE;INNHENTE_OPPL;ALLTID;ALLTID;;ALLE;1;3;;;;;;;;;;;
PE_UT_04_003;PEN;U;B;brevgr001;1;Innhenting av opplysninger - Lege;1899-12-31;;1;2014-02-04 10.30.00,000000000;Malcolm Lerider;2014-08-07 15.00.00,000000000;Jonathan Share;OVRIGE;INNHENTE_OPPL;ALLTID;ALLTID;;ALLE;1;3;;;;;;;;;;;
PE_UT_04_004;PEN;U;IB;brevgr001;1;Brev om forventet saksbehandlingstid (bosatt Norge - f�r utland);1899-12-31;;1;2014-09-05 09.04.00,000000000;�rjan Johansen;2014-09-05 09.04.00,000000000;�rjan Johansen;OVRIGE;INFORMASJON;UTLAND;SAK;;ALLE;1;;;;;;;;;;;;
PE_UT_04_008;PEN;U;VB;brevgr010;0;Varsel - endring av uf�retrygd p� grunn av inntekt;1899-12-31;2019-01-31;0;2014-08-08 08.30.00,000000000;Jonathan Share;2019-02-09 10.01.02,776872000;PK-55112;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_UT_04_100;PEN;U;VB;brevgr010;1;Vedtak - opph�r av uf�retrygd;1899-12-31;;1;2014-02-04 10.30.00,000000000;Malcolm Lerider;2014-08-07 15.00.00,000000000;Jonathan Share;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;3;;;;;;;;;;;
PE_UT_04_101;PEN;U;VB;brevgr010;1;Vedtak - innvilgelse av uf�retrygd;1899-12-31;;1;2014-02-04 10.30.00,000000000;Malcolm Lerider;2014-08-07 15.00.00,000000000;Jonathan Share;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;2;;;;;;;;;;;
PE_UT_04_102;PEN;U;VB;brevgr010;1;Vedtak - endring av uf�retrygd;1899-12-31;;1;2014-02-04 10.30.00,000000000;Malcolm Lerider;2014-08-07 15.00.00,000000000;Jonathan Share;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;2;;;;;;;;;;;
PE_UT_04_103;PEN;U;VB;brevgr010;1;Vedtak - delvis eksport av uf�retrygd;1899-12-31;;1;2014-02-04 10.30.00,000000000;Malcolm Lerider;2014-08-07 15.00.00,000000000;Jonathan Share;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;3;;;;;;;;;;;
PE_UT_04_104;PEN;U;VB;brevgr010;1;Vedtak - avslag p� uf�retrygd;1899-12-31;;1;2014-02-04 10.30.00,000000000;Malcolm Lerider;2014-08-07 15.00.00,000000000;Jonathan Share;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;2;;;;;;;;;;;
PE_UT_04_106;PEN;U;VB;brevgr010;1;Vedtak - innvilgelse av uf�retrygd med endring (bosatt Norge - etter utland);1899-12-31;;1;2014-12-04 16.00.00,000000000;�rjan Johansen;2014-12-04 16.00.00,000000000;�rjan Johansen;OVRIGE;VEDTAK;UTLAND;VEDTAK;;ALLE;1;3;;;;;;;;;;;
PE_UT_04_107;PEN;U;VB;brevgr010;1;Vedtak - innvilgelse av uf�retrygd (bosatt Norge - etter utland);1899-12-31;;1;2014-12-04 16.00.00,000000000;�rjan Johansen;2014-12-04 16.00.00,000000000;�rjan Johansen;OVRIGE;VEDTAK;UTLAND;VEDTAK;;ALLE;1;3;;;;;;;;;;;
PE_UT_04_108;PEN;U;VB;brevgr010;0;Vedtak - Ny beregning av barnetillegget (auto);1899-12-31;;1;2015-05-05 10.00.00,000000000;Tor Egil Jacobsen;2015-05-13 15.00.00,000000000;Niharendu Chandra;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;3;;;;;;;;;;;
PE_UT_04_109;PEN;U;VB;brevgr010;1;Vedtak - Ny beregning av barnetillegget (manuelt);1899-12-31;;1;2015-05-05 10.00.00,000000000;Tor Egil Jacobsen;2015-05-13 15.00.00,000000000;Niharendu Chandra;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;3;;;;;;;;;;;
PE_UT_04_114;PEN;U;VB;brevgr010;1;Vedtak - �kning av uf�regrad;1899-12-31;;1;2014-02-04 10.30.00,000000000;Malcolm Lerider;2014-08-07 15.00.00,000000000;Jonathan Share;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;3;;;;;;;;;;;
PE_UT_04_115;PEN;U;VB;brevgr010;1;Vedtak - full eksport av uf�retrygd;1899-12-31;;1;2014-02-04 10.30.00,000000000;Malcolm Lerider;2014-08-07 15.00.00,000000000;Jonathan Share;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;3;;;;;;;;;;;
PE_UT_04_117;PEN;U;VB;brevgr010;1;Vedtak - forel�pig avslag p� uf�retrygd (bosatt Norge - f�r utland);1899-12-31;;1;2014-02-04 10.30.00,000000000;Malcolm Lerider;2014-08-07 15.00.00,000000000;Jonathan Share;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;3;;;;;;;;;;;
PE_UT_04_118;PEN;U;VB;brevgr010;1;Vedtak avslag uf�retrygd medlemskap under ett �r (bosatt utland);1899-12-31;;1;2014-02-04 10.30.00,000000000;Malcolm Lerider;2014-09-01 16.30.00,000000000;Jonathan Share;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;3;;;;;;;;;;;
PE_UT_04_300;PEN;U;VB;brevgr010;1;Vedtak - omregning av uf�repensjon til uf�retrygd;1899-12-31;;1;2014-02-04 10.30.00,000000000;Malcolm Lerider;2014-08-07 15.00.00,000000000;Jonathan Share;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;3;;;;;;;;;;;
PE_UT_04_400;PEN;U;VB;brevgr010;1;Vedtak om etteroppgj�r - etterbetaling (manuell);1899-12-31;;1;2014-11-01 10.30.00,000000000;Fredrik Adland;2014-11-01 10.30.00,000000000;Fredrik Adland;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;3;;;;;;;;;;;
PE_UT_04_401;PEN;U;VB;brevgr010;1;Vedtak om etteroppgj�r - endelig vedtak etter mottatt svar;1899-12-31;;1;2014-08-08 08.30.00,000000000;Jonathan Share;2015-01-20 10.00.00,000000000;Denis Ligonja;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_UT_04_402;PEN;U;VB;brevgr010;1;Varsel - etteroppgj�r av uf�retrygd ved feilutbetaling (manuell);1899-12-31;;1;2014-11-01 10.30.00,000000000;Fredrik Adland;2014-11-01 10.30.00,000000000;Fredrik Adland;OVRIGE;VARSEL;ALLTID;VEDTAK;;ALLE;1;3;;;;;;;;;;;
PE_UT_04_500;PEN;U;VB;brevgr010;0;Vedtak - endring av uf�retrygd fordi ektefelles/partners/samboers ytelse er opph�rt (automatisk);1899-12-31;2018-09-23;0;2015-09-07 10.00.00,000000000;Mikkel N�ss;2018-08-27 10.00.00,000000000;PK-51077;;VEDTAK;ALLTID;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_UT_05_100;PEN;U;VB;brevgr010;0;Vedtak - endring av uf�retrygd p� grunn av inntekt (automatisk);1899-12-31;;1;2014-02-04 10.30.00,000000000;Malcolm Lerider;2014-08-07 15.00.00,000000000;Jonathan Share;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;3;;;;;;;;;;;
PE_UT_06_100;PEN;U;VB;brevgr010;0;Vedtak - ny beregning av uf�retrygd p� grunn av endring i opptjening (automatisk);1899-12-31;;1;2014-02-04 10.30.00,000000000;Malcolm Lerider;2014-08-07 15.00.00,000000000;Jonathan Share;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;3;;;;;;;;;;;
PE_UT_06_200;PEN;U;IB;brevgr001;0;Automatisk varsel om saksbehandlingstid;1899-12-31;;1;2014-08-04 13.00.00,000000000;Igor Shuliakov;2014-08-04 13.00.00,000000000;Igor Shuliakov;OVRIGE;INFORMASJON;ALLTID;SAK;;ALLE;1;;;;;;;;;;;;
PE_UT_07_100;PEN;U;VB;brevgr010;1;Vedtak - endring av uf�retrygd p� grunn av inntekt;1899-12-31;;1;2014-10-13 10.58.00,000000000;Simen S�hol;2014-10-13 10.58.00,000000000;Simen S�hol;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_UT_14_300;PEN;U;VB;brevgr010;0;Vedtak - omregning av uf�repensjon til uf�retrygd (automatisk);1899-12-31;;1;2014-02-04 10.30.00,000000000;Malcolm Lerider;2014-08-07 15.00.00,000000000;Jonathan Share;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;3;;;;;;;;;;;
PE_UT_23_001;PEN;U;VB;brevgr010;0;Varsel - etteroppgj�r av uf�retrygd ved feilutbetaling (automatisk);1899-12-31;;1;2014-08-08 08.30.00,000000000;Jonathan Share;2014-09-16 12.10.00,000000000;Stein-B. Johansen;OVRIGE;VARSEL;ALLTID;VEDTAK;;ALLE;1;;;;;;;;;;;;
PE_UT_23_101;PEN;U;VB;brevgr010;0;Vedtak om etteroppgj�r - etterbetaling;1899-12-31;;1;2014-08-08 08.30.00,000000000;Jonathan Share;2014-08-19 15.00.00,000000000;�rjan Johansen;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;;;;;;;;;;;;
P1000;PEN;U;SED;brevgr008;1;P1000 - Anmodning om perioder med foreldreansvar;1899-12-31;;1;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P10000;PEN;U;SED;brevgr008;1;P10000 - Overf�ring av utfyllende opplysninger;1899-12-31;;1;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P11000;PEN;U;SED;brevgr008;1;P11000 - Anmodning om pensjonsbel�p;1899-12-31;;1;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P12000;PEN;U;SED;brevgr008;1;P12000 - Informasjon om pensjonsbel�p;1899-12-31;;1;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P13000;PEN;U;SED;brevgr008;1;P13000 - Informasjon om pensjonstillegg;1899-12-31;;1;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_AT;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - �sterrike;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
PE_UT_06_300;PEN;U;VB;brevgr010;0;Endring av barnetillegg i uf�retrygden;1899-12-31;;1;2016-01-28 12.00.00,000000000;Marius S�tren;2016-01-28 12.00.00,000000000;Marius S�tren;OVRIGE;VEDTAK;ALLTID;VEDTAK;;ALLE;1;3;;;;;;;;;;;
PE_UT_07_200;PEN;U;VB;brevgr010;0;Vedtak - opph�r av barnetillegg (automatisk);1899-12-31;;1;2016-08-08 16.00.00,000000000;Denis Ligonja;2016-08-08 16.00.00,000000000;Denis Ligonja;OVRIGE;VEDTAK;;;;;1;;;;;;;;;;;;
P2000_BE;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Belgia;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_BG;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Bulgaria;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_CH;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Sveits;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_CY;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Kypros;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_CZ;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Tsjekkia;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_DE;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Tyskland;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_DK;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Danmark;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_EE;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Estland;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_ES;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Spania;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_FI;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Finland;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_FR;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Frankrike;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_GR;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Hellas;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_HU;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Ungarn;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_IE;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Irland;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_IS;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Island;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_IT;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Italia;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_LI;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Liechtenstein;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_LT;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Litauen;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_LU;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Luxembourg;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_LV;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Latvia;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_MT;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Malta;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_NL;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Nederland;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_NO;PEN;I;SED;brevgr008;1;P2000 Krav om alderspensjon - Norge;1899-12-31;2019-01-31;0;2011-04-13 16.00.00,000000000;Espen Nyg�rd;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_PL;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Polen;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_PT;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Portugal;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_RO;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Romania;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_SE;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Sverige;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_SI;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Slovenia;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_SK;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Slovakia;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2000_UK;PEN;U;SED;brevgr008;1;P2000 Krav om alderspensjon - Storbritannia;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2100_AT;PEN;U;SED;brevgr008;1;P2100 Krav om pensjon til gjenlevende ektefelle og barn - �sterrike;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2100_BE;PEN;U;SED;brevgr008;1;P2100 Krav om pensjon til gjenlevende ektefelle og barn - Belgia;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2100_BG;PEN;U;SED;brevgr008;1;P2100 Krav om pensjon til gjenlevende ektefelle og barn - Bulgaria;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2100_CH;PEN;U;SED;brevgr008;1;P2100 Krav om pensjon til gjenlevende ektefelle og barn - Sveits;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2100_CY;PEN;U;SED;brevgr008;1;P2100 Krav om pensjon til gjenlevende ektefelle og barn - Kypros;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2100_CZ;PEN;U;SED;brevgr008;1;P2100 Krav om pensjon til gjenlevende ektefelle og barn - Tsjekkia;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2100_DE;PEN;U;SED;brevgr008;1;P2100 Krav om pensjon til gjenlevende ektefelle og barn - Tyskland;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2100_DK;PEN;U;SED;brevgr008;1;P2100 Krav om pensjon til gjenlevende ektefelle og barn - Danmark;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2100_EE;PEN;U;SED;brevgr008;1;P2100 Krav om pensjon til gjenlevende ektefelle og barn - Estland;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2100_ES;PEN;U;SED;brevgr008;1;P2100 Krav om pensjon til gjenlevende ektefelle og barn - Spania;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2100_FI;PEN;U;SED;brevgr008;1;P2100 Krav om pensjon til gjenlevende ektefelle og barn - Finland;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2100_FR;PEN;U;SED;brevgr008;1;P2100 Krav om pensjon til gjenlevende ektefelle og barn - Frankrike;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2100_GR;PEN;U;SED;brevgr008;1;P2100 Krav om pensjon til gjenlevende ektefelle og barn - Hellas;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2100_HU;PEN;U;SED;brevgr008;1;P2100 Krav om pensjon til gjenlevende ektefelle og barn - Ungarn;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2100_IE;PEN;U;SED;brevgr008;1;P2100 Krav om pensjon til gjenlevende ektefelle og barn - Irland;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2100_IS;PEN;U;SED;brevgr008;1;P2100 Krav om pensjon til gjenlevende ektefelle og barn - Island;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2100_IT;PEN;U;SED;brevgr008;1;P2100 Krav om pensjon til gjenlevende ektefelle og barn - Italia;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2100_LI;PEN;U;SED;brevgr008;1;P2100 Krav om pensjon til gjenlevende ektefelle og barn - Liechtenstein;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
P2100_LT;PEN;U;SED;brevgr008;1;P2100 Krav om pensjon til gjenlevende ektefelle og barn - Litauen;1899-12-31;2019-01-31;0;2011-01-07 16.00.00,000000000;Mathilde Eidem;2018-11-27 18.00.00,000000000;PK-55700;OVRIGE;;;;;;1;;;;;;;;;;;;
